ExecutablePath,EnabledNew,ClearReason,SystemTime,EfiTime,CorruptionActionState,param4,LidReliability,param9,OSmajorversion,updateTitle,CheckpointStatus,CurrentTimeZoneID,IdleImplementation,ProcessId,OldTime,State,NewLatchTimerWaitingSystemUpdateCompletion,HiveName,ImagePath,updateRevisionNumber,CmosTime,LastShutdownGood,param3,InputSuppressionState,OSEditionID,OSName,StartTime,SupportInfo2,TimeZoneBias,serviceGuid,SystemSleepTransitionsToOn,CsEntryScenarioInstanceIdV2,PreviousEnergyCapacityAtStart,BootType,ShutdownReason,PreviousTimerStartTime,ConnectedStandbyInProgress,BootStatusPolicy,KeysUpdated,TimeZoneInfoCacheUpdated,param5,Data,TmId,RelaxMinimumPasswordLengthLimits,ProcessingMode,DwordVal,PreviousLatchTimerExistsButDisabled,ProcessingTimeInMilliseconds,Turn,Host OS Major version,HResult,PolicyFileExists,DomainController,LidState,TimeDeltaInMs,DeviceTime,StartType,updateGuid,PreviousFullEnergyCapacityAtStart,OSservicepackmajorversion,Timestamp,Status,param7,PreviousFullEnergyCapacityAtEnd,AccountName,LastBootId,UpdateReason,SleepInProgress,NewTime,OriginalSize,DCName,Checkpoint,param10,NominalFrequency,Host OS Minor version,ShutdownEventCode,PreviousTimerExists,ServiceVersion,EnableDisableReason,MinimumPerformancePercent,param6,EfiTimeZoneBias,AdaptiveTargetState,DeviceNameLength,Number,IsUnattended,Installation choice,CountOld,SystemInCmosMode,BuildVersion,LastBootGood,AttemptedRecoveryEnforcementSucceeded,param2,BugcheckParameter2,OSminorversion,MinimumPasswordLengthAudit,LoaderTime,PowerStateAc,ReserveStatus,BootMode,Host OS Service pack major number,TSId,BugcheckParameter1,InternalBootFlags,RmId,RecordNumber,PreviousTimerExistsButDisabled,ADDomainJoin,CurrentStratumNumber,Config,CsEntryScenarioInstanceId,StopTime,ProcessName,ExtraString,Path,errorCode,IsTestConfig,BugcheckCode,ErrorMessage,PowerButtonTimestamp,MonitorReason,PreviousSessionDurationInUs,ServiceName,ExitReason,BugcheckParameter4,ManualPeer,BugcheckParameter3,OSservicepackName,LongPowerButtonPressDetected,ProcessID,MajorVersion,EntryCount,RealTimeIsUniversal,UserSid,BootId,BucketConfidenceLevel,GracePeriod,DeviceVersionMinor,PowerButtonSuppressionState,Level,OSbuildversion,FinalStatus,EfiDaylightFlags,MinimumThrottlePercent,FirstRefresh,PerformanceImplementation,Host OS Service pack minor number,MaximumPerformancePercent,NextSessionType,ShutdownActionType,HRESULT,QfeVersion,DeviceAttributes,CurrentBias,LoadOptions,TimeSource,ProcessImageFileNameWin32,IsSoftBoot,EventID,NewSize,IsAutoEnabled,ExtraStringLength,DeviceName,Unknown,param8,CountNew,HardwareChecks,NewTimerNeeded,MinorVersion,Group,BugcheckInfoFromEFI,DriveName,BootAppStatus,BitlockerUserInputTime,BootMenuPolicy,Success,BucketId,UpdateType,Host OS Build number,WHEABootErrorCount,NextSessionId,param1,RetryMinutes,PreviousEnergyCapacityAtEnd,SupportInfo1,TimeSourceRefId,Json,Url,OSservicepackminorversion,PackageFullName,ServiceType,HiveNameLength,param11,Reason,Phase,DomainPeer,IdleStateCount,driverFile,PreviousSessionId,VsmPolicy,NewTimerWaitingUpdateCompletion,InternalCode,IsLicensed,AADDomainJoin,Default SD String:,NewLatchTimerNeeded,PreviousSessionType,lineNumber,FailureReason,HalRtcErrorCode,DeviceVersionMajor,DirtyPages,ShutdownDuration,MinimumPasswordLength
,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-01 17:17:40.191269+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,\Device\HarddiskVolume4,,,,,,,,,\\?\Volume{fca9b761-f183-4070-98ba-e8e2ddff5456},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,2026-04-01 17:17:40.282434+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,420,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,False,,,,,,,,,2026-04-01 17:17:40.588276+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001-01-01 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-01 17:17:40.588295+00:00,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-01 17:17:40.588879+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,23,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-01 17:17:40.717939+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-01 17:17:40.720018+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,2026-04-01 17:17:40.791609+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6156,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-01 17:17:40.994728+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O:SYG:SYD:(A;;RC;;;BA),,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,2026-04-01 17:17:41.006733+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-01 17:17:41.006735+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2033-08-14 04:35:15+00:00,,,,,2026-04-01 17:17:42.225492+00:00,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0x00000000,,,,,,,,,,,,,,,,,6,,,,applockerfltr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2086-03-20 04:03:22+00:00,,,,,2026-04-01 17:17:42.426247+00:00,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0x00000000,,,,,,,,,,,,,,,,,6,,,,bfs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2057-06-14 06:55:30+00:00,,,,,2026-04-01 17:17:42.452627+00:00,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0x00000000,,,,,,,,,,,,,,,,,6,,,,luafv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1985-11-26 07:47:21+00:00,,,,,2026-04-01 17:17:42.464659+00:00,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0x00000000,,,,,,,,,,,,,,,,,6,,,,wcifs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-05-02 13:16:55+00:00,,,,,2026-04-01 17:17:42.491241+00:00,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0x00000000,,,,,,,,,,,,,,,,,6,,,,CldFlt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-05-02 13:16:55+00:00,,,,,2026-04-01 17:17:42.491247+00:00,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0x00000000,,,,,,,,,,,,,,,,,1,,,,CldFlt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-05-02 13:16:55+00:00,,,,,2026-04-01 17:17:42.491556+00:00,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0x00000000,,,,,,,,,,,,,,,,,6,,,,CldFlt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-02 22:31:51+00:00,,,,,2026-04-01 17:17:42.498066+00:00,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0x00000000,,,,,,,,,,,,,,,,,6,,,,UnionFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-04-28 15:00:23+00:00,,,,,2026-04-01 17:17:42.581861+00:00,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0x00000000,,,,,,,,,,,,,,,,,6,,,,storqosflt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2061-11-20 00:48:12+00:00,,,,,2026-04-01 17:17:42.649258+00:00,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0x00000000,,,,,,,,,,,,,,,,,6,,,,UCPD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2081-10-17 14:34:26+00:00,,,,,2026-04-01 17:17:42.664972+00:00,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0x00000000,,,,,,,,,,,,,,,,,6,,,,bindflt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-01 17:17:44.158909+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-01 17:17:44.159544+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-01 17:17:44.159630+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-01 17:17:44.364109+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-01 17:17:45.890150+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,489,,,,,,,,,,,,,,,,,,,,,,,,,,,,S-1-5-18,,,,,,,,,,,,,,,,,,,,,,,,,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://*:5357/,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-01 17:17:45.890158+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,490,,,,,,,,,,,,,,,,,,,,,,,,,,,,S-1-5-18,,,,,,,,,,,,,,,,,,,,,,,,,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://+:80/Temporary_Listen_Addresses/,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-01 17:17:45.890173+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,491,,,,,,,,,,,,,,,,,,,,,,,,,,,,S-1-5-18,,,,,,,,,,,,,,,,,,,,,,,,,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://*:5358/,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-01 17:17:45.890175+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,492,,,,,,,,,,,,,,,,,,,,,,,,,,,,S-1-5-18,,,,,,,,,,,,,,,,,,,,,,,,,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://*:2869/,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-01 17:17:45.890182+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,493,,,,,,,,,,,,,,,,,,,,,,,,,,,,S-1-5-18,,,,,,,,,,,,,,,,,,,,,,,,,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://+:5986/wsman/,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-01 17:17:45.890190+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,494,,,,,,,,,,,,,,,,,,,,,,,,,,,,S-1-5-18,,,,,,,,,,,,,,,,,,,,,,,,,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://+:47001/wsman/,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-01 17:17:45.890194+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,495,,,,,,,,,,,,,,,,,,,,,,,,,,,,S-1-5-18,,,,,,,,,,,,,,,,,,,,,,,,,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://+:5985/wsman/,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-01 17:17:45.890198+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,496,,,,,,,,,,,,,,,,,,,,,,,,,,,,S-1-5-18,,,,,,,,,,,,,,,,,,,,,,,,,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://+:3392/rdp/,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-01 17:17:45.890203+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,497,,,,,,,,,,,,,,,,,,,,,,,,,,,,S-1-5-18,,,,,,,,,,,,,,,,,,,,,,,,,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://+:443/sra_{BA195980-CD49-458b-9E23-C84EE0ADCD75}/,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-01 17:17:45.890211+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,498,,,,,,,,,,,,,,,,,,,,,,,,,,,,S-1-5-18,,,,,,,,,,,,,,,,,,,,,,,,,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://+:10247/apps/,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-01 17:17:45.890215+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,499,,,,,,,,,,,,,,,,,,,,,,,,,,,,S-1-5-18,,,,,,,,,,,,,,,,,,,,,,,,,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://+:10245/WMPNSSv4/,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-01 17:17:45.890219+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,S-1-5-18,,,,,,,,,,,,,,,,,,,,,,,,,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://+:10243/WMPNSSv4/,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-01 17:17:45.890223+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,501,,,,,,,,,,,,,,,,,,,,,,,,,,,,S-1-5-18,,,,,,,,,,,,,,,,,,,,,,,,,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://+:10246/MDEServer/,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-01 17:17:48.185780+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7026,,,,,,,,,,,,,,,,,,,,,,,"
dam
uiomap",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,2026-04-01 17:17:48.188131+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x00000014,,,,,,,,,,217,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-01 17:17:51.015635+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,504,,,,,,,,,,,,,,,,,,,,,,,,,,,,S-1-5-21-2352865859-2334931103-2005901029-1001,,,,,,,,,,,,,,,,,,,,,,,,,7001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,\??\C:\Users\pizza\AppData\Local\Packages\Microsoft.MicrosoftEdge.Stable_8wekyb3d8bbwe\Settings\settings.dat,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,2026-04-01 17:17:59.012085+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,\??\C:\Users\pizza\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\Settings\settings.dat,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,2026-04-01 17:18:00.319967+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-01 17:18:08.526323+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10010,,,,,,,,,,,,,,,,,,,,,,,{A7451292-7906-414C-BB7B-DFD32C749E5C},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
