EventID,Method,AppVersion,ModulePath,RecordNumber,ExtraInfo,AppPath,P7,AppName,ErrorCode,Unknown,IntegratorReportId,Timestamp,Component,CabGuid,User,P10,AnalysisSymbol,P2,AttachedFiles,PackageRelativeAppId,P4,EventName,ProcessId,P3,ExceptionCode,Bucket,Context,StorePath,ReportStatus,param1,HashedBucket,CabId,P8,AppTimeStamp,ModuleVersion,Event,ReportId,BucketType,Stage,RepairTriggerError,param3,Url,PackageFullName,P5,FaultingOffset,Reason,Response,P9,param2,PackageFamily,Operation,Rechecking,P1,MessageText,OperationError,P6,ModuleTimeStamp,ProcessCreationTime,Error,ModuleName
1003,,,,166,,,,,,"<string>55c92734-d682-4d71-983e-d6ec3f16059f</string>
<string>
1: 0567073a-7d74-403b-b2d5-6b35da372d8d, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
2: 1b750385-9fe2-49a8-ab55-149d0546395b, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
3: 1d873132-f09f-4eb2-bf5a-2e4fb48935e8, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
4: 2b1f36bb-c1cd-4306-bf5c-a0367c2d97d8, 1, 1 [(0 )(1 )(2 [0xC004E003, 0, 0], [( 1 0xC004F034)( 1 0xC004F034)(?)(?)(?)(?)(?)(?)])(3 [0x00000000, 0, 0], [( 6 0xC004F009 0 0)( 1 0x00000000)( 6 0xC004F009 0 0)(?)(?)(?)( 10 0x00000000 msft:rm/algorithm/flags/1.0)( 11 0x00000000 0xC004F034)])]
5: 30d469c6-a78f-4476-b5c8-af78d5b6a5fb, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
6: 3ae2cc14-ab2d-41f4-972f-5e20142771dc, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
7: 4002e33a-524c-4100-8108-131a0d42c0ea, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
8: 411b3d4f-be6d-4a06-baaa-9cabfc256cae, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
9: 58e97c99-f377-4ef1-81d5-4ad5522b5fd8, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
10: 653098ee-780d-4863-8cf2-d18399ce413b, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
11: 74436dbb-cc17-46de-867f-14906ba4a938, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
12: 8a292df8-d653-4057-8133-a0701792f912, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
13: 8db63db6-4f8f-46d6-a448-66444faaaa72, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
14: cd918a57-a41b-4c82-8dce-1a538e221a83, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
15: da9621af-f086-4244-b563-18611e51aa1a, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
16: e371d89a-73e8-4b24-a7ff-23a3641dd18e, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
17: ed799377-74b8-4989-a244-14d082e65972, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]

</string>
",,2026-04-01 17:18:33.595781+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,,,,167,,,,,,"<string>55c92734-d682-4d71-983e-d6ec3f16059f</string>
<string>
1: 0567073a-7d74-403b-b2d5-6b35da372d8d, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
2: 1b750385-9fe2-49a8-ab55-149d0546395b, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
3: 1d873132-f09f-4eb2-bf5a-2e4fb48935e8, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
4: 2b1f36bb-c1cd-4306-bf5c-a0367c2d97d8, 1, 1 [(0 )(1 )(2 [0xC004E003, 0, 0], [( 1 0xC004F034)( 1 0xC004F034)(?)(?)(?)(?)(?)(?)])(3 [0x00000000, 0, 0], [( 6 0xC004F009 0 0)( 1 0x00000000)( 6 0xC004F009 0 0)(?)(?)(?)( 10 0x00000000 msft:rm/algorithm/flags/1.0)( 11 0x00000000 0xC004F034)])]
5: 30d469c6-a78f-4476-b5c8-af78d5b6a5fb, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
6: 3ae2cc14-ab2d-41f4-972f-5e20142771dc, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
7: 4002e33a-524c-4100-8108-131a0d42c0ea, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
8: 411b3d4f-be6d-4a06-baaa-9cabfc256cae, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
9: 58e97c99-f377-4ef1-81d5-4ad5522b5fd8, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
10: 653098ee-780d-4863-8cf2-d18399ce413b, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
11: 74436dbb-cc17-46de-867f-14906ba4a938, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
12: 8a292df8-d653-4057-8133-a0701792f912, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
13: 8db63db6-4f8f-46d6-a448-66444faaaa72, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
14: cd918a57-a41b-4c82-8dce-1a538e221a83, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
15: da9621af-f086-4244-b563-18611e51aa1a, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
16: e371d89a-73e8-4b24-a7ff-23a3641dd18e, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
17: ed799377-74b8-4989-a244-14d082e65972, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]

</string>
",,2026-04-01 17:18:33.617966+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,,,,168,,,,,,"<string>55c92734-d682-4d71-983e-d6ec3f16059f</string>
<string>
1: 0567073a-7d74-403b-b2d5-6b35da372d8d, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
2: 1b750385-9fe2-49a8-ab55-149d0546395b, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
3: 1d873132-f09f-4eb2-bf5a-2e4fb48935e8, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
4: 2b1f36bb-c1cd-4306-bf5c-a0367c2d97d8, 1, 1 [(0 )(1 )(2 [0xC004E003, 0, 0], [( 1 0xC004F034)( 1 0xC004F034)(?)(?)(?)(?)(?)(?)])(3 [0x00000000, 0, 0], [( 6 0xC004F009 0 0)( 1 0x00000000)( 6 0xC004F009 0 0)(?)(?)(?)( 10 0x00000000 msft:rm/algorithm/flags/1.0)( 11 0x00000000 0xC004F034)])]
5: 30d469c6-a78f-4476-b5c8-af78d5b6a5fb, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
6: 3ae2cc14-ab2d-41f4-972f-5e20142771dc, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
7: 4002e33a-524c-4100-8108-131a0d42c0ea, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
8: 411b3d4f-be6d-4a06-baaa-9cabfc256cae, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
9: 58e97c99-f377-4ef1-81d5-4ad5522b5fd8, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
10: 653098ee-780d-4863-8cf2-d18399ce413b, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
11: 74436dbb-cc17-46de-867f-14906ba4a938, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
12: 8a292df8-d653-4057-8133-a0701792f912, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
13: 8db63db6-4f8f-46d6-a448-66444faaaa72, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
14: cd918a57-a41b-4c82-8dce-1a538e221a83, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
15: da9621af-f086-4244-b563-18611e51aa1a, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
16: e371d89a-73e8-4b24-a7ff-23a3641dd18e, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
17: ed799377-74b8-4989-a244-14d082e65972, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]

</string>
",,2026-04-01 17:18:33.647331+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8198,,,,169,,,,,,"<string>hr=0x803F7001</string>
<string>RuleId=31e71c49-8da7-4a2f-ad92-45d98a1c79ba;Action=AutoActivate;AppId=55c92734-d682-4d71-983e-d6ec3f16059f;SkuId=2b1f36bb-c1cd-4306-bf5c-a0367c2d97d8;NotificationInterval=1440;Trigger=UserLogon;SessionId=1</string>
",,2026-04-01 17:18:33.663181+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,,,,170,,,,,,,,2026-04-01 17:18:46.482775+00:00,,0,,,,1.3.223.11,"
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.ed681416-6134-4b9f-8150-b989abbf7d73.tmp.WERInternalMetadata.xml",,0xa043081c,crashpad_log,,CriticalRequestError|unknown,,1267185907056131837,,\\?\C:\ProgramData\Microsoft\Windows\WER\ReportArchive\NonCritical_MicrosoftEdgeUpd_7541d642bd65f41c97ab6fa4b649cacddb462f_00000000_147adcaf-58ef-422f-8587-2b8d1ed1d9d9,268435462,,077af9952eb158caa195f2de5e763efd,0,,,,,147adcaf-58ef-422f-8587-2b8d1ed1d9d9,5,,,,,,,,,Not available,,,,,0,MicrosoftEdgeUpdate.exe,,,,,,,
1001,,,,171,,,,,,,,2026-04-01 17:18:58.583103+00:00,,0,,,,146.0.3856.97,"
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.384b3cdc-3fe8-4703-8f12-194e40ac3097.tmp.WERInternalMetadata.xml",,0x220,crashpad_log,,EdgeInstallerError|msedge,,1985969198015787180,,\\?\C:\ProgramData\Microsoft\Windows\WER\ReportArchive\NonCritical_setup.exe_4d9ddccf5c67af39c5e753567f54bfe6706fcd_00000000_d7706e3a-dca4-4751-b0e5-63e41bb5aba6,268435462,,78976991fb9cda4ebb8f9476a69930ac,0,,,,,d7706e3a-dca4-4751-b0e5-63e41bb5aba6,5,,,,,,,,,Not available,,,,,0,setup.exe,,,,,,,
2562,,,,172,,,,,,"<string>MSIXDeployment</string>
<string>windows.applicationData</string>
<string>DeleteMachineFolder</string>
<string>Package MSTeams_1.0.0.0_x64__8wekyb3d8bbwe removed machine folder C:\ProgramData\Microsoft\Windows\AppRepository\Families\ApplicationData\MSTeams_8wekyb3d8bbwe: The system cannot find the path specified.</string>
",,2026-04-01 17:19:14.879072+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,GET(1328ms),,,173,,,,,Not found (404). 0x80190194 (-2145844844 HTTP_E_STATUS_NOT_FOUND),,,2026-04-01 17:19:16.109520+00:00,,,,,,,,,,,,,,,Local system,,,,,,,,,,,,GetCACaps,,,https://VMW-KeyId-4ee141457063b21f90e0af375a94b4f3b20f36e6.microsoftaik.azure.net/templates/Aik/scep,,,,,,,,,,,,"GetCACaps
GetCACaps: Not Found
{""Message"":""The authority \""vmw-keyid-4ee141457063b21f90e0af375a94b4f3b20f36e6.microsoftaik.azure.net\"" does not exist.""}
HTTP/1.1 404 Not Found
Date: Wed, 01 Apr 2026 17:19:15 GMT
Content-Length: 121
Content-Type: application/json; charset=utf-8
X-Content-Type-Options: nosniff
Strict-Transport-Security: max-age=31536000;includeSubDomains
x-ms-request-id: e100848d-4667-46bb-b011-31dedb18a198
",,,,,,
86,GET(9094ms),,,174,,,,,Not found (404). 0x80190194 (-2145844844 HTTP_E_STATUS_NOT_FOUND),,,2026-04-01 17:19:32.237917+00:00,,,,,,,,,,,,,,,WORKGROUP\NORMALVM$,,,,,,,,,,,,GetCACaps,,,https://VMW-KeyId-4ee141457063b21f90e0af375a94b4f3b20f36e6.microsoftaik.azure.net/templates/Aik/scep,,,,,,,,,,,,"GetCACaps
GetCACaps: Not Found
{""Message"":""The authority \""vmw-keyid-4ee141457063b21f90e0af375a94b4f3b20f36e6.microsoftaik.azure.net\"" does not exist.""}
HTTP/1.1 404 Not Found
Date: Wed, 01 Apr 2026 17:19:26 GMT
Content-Length: 121
Content-Type: application/json; charset=utf-8
X-Content-Type-Options: nosniff
Strict-Transport-Security: max-age=31536000;includeSubDomains
x-ms-request-id: 6514e2b6-cf9f-4f76-828c-e9f5cd1aac4f
",,,,,,
0,,,,175,,,,,,"<string>Service stopped</string>
",,2026-04-01 17:20:00.130701+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16384,,,,176,,,,,,"<string>2026-04-02T17:18:02Z</string>
<string>RulesEngine</string>
",,2026-04-01 17:20:02.702288+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,,,,177,,,,,,,,2026-04-01 17:20:03.095547+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16394,,,,178,,,,,,,,2026-04-01 17:20:09.515802+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,179,,,,,,,,2026-04-01 17:20:16.491661+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,180,,,,,,"<string>Windows Defender</string>
<string>SECURITY_PRODUCT_STATE_ON</string>
",,2026-04-01 17:20:18.529097+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16384,,,,181,,,,,,"<string>2026-04-02T17:17:44Z</string>
<string>RulesEngine</string>
",,2026-04-01 17:20:44.157875+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,,,,182,,,,,,"<string>[6328:3952:0401/102127.298:INFO:chrome\browser\extensions\extension_garbage_collector.cc:188] Garbage collection for extensions on file thread is complete.</string>
",,2026-04-01 17:21:27.302151+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,183,,,,,,"<string>Windows Defender</string>
<string>SECURITY_PRODUCT_STATE_ON</string>
",,2026-04-01 17:22:26.270248+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4097,,,,184,,,,,,"<string>CN=DigiCert Global Root CA, OU=www.digicert.com, O=DigiCert Inc, C=US</string>
<string>A8985D3A65E5E5C4B2D7D66D40C6DD2FB19C5436</string>
",,2026-04-01 17:22:26.355322+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,,,,185,,,,,,,,2026-04-01 17:23:37.005581+00:00,,0,,,,41,,,NONE,AppxDeploymentFailureBlue,,0,,,,NULL,2147483648,,,0,,,,,6701d0ea-e08c-4a39-b8c5-6136b3d63d3f,0,,,,,,10.0.26100.8036,,,Not available,,,,,0,80073CF3,,,628,,,,
16394,,,,186,,,,,,,,2026-04-01 17:23:45.150333+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,,,,187,,,,,,"<string>AAD-AddDeviceJoinUserToAdminGroup-Policy</string>
<string>100</string>
",,2026-04-01 17:23:45.371904+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,,,,188,,,,,,"<string>Security-SPP-WriteWauMarker</string>
<string>500</string>
",,2026-04-01 17:23:45.374750+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16384,,,,189,,,,,,"<string>2026-04-02T17:18:15Z</string>
<string>RulesEngine</string>
",,2026-04-01 17:24:15.445995+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2562,,,,190,,,,,,"<string>MSIXDeployment</string>
<string>windows.applicationData</string>
<string>DeleteMachineFolder</string>
<string>Package Microsoft.WindowsNotepad_11.2501.31.0_neutral_split.scale-125_8wekyb3d8bbwe removed machine folder C:\ProgramData\Microsoft\Windows\AppRepository\Families\ApplicationData\Microsoft.WindowsNotepad_8wekyb3d8bbwe: The system cannot find the path specified.</string>
",,2026-04-01 17:25:46.774721+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2562,,,,191,,,,,,"<string>MSIXDeployment</string>
<string>windows.applicationData</string>
<string>DeleteMachineFolder</string>
<string>Package Microsoft.Paint_11.2412.295.0_neutral_split.scale-125_8wekyb3d8bbwe removed machine folder C:\ProgramData\Microsoft\Windows\AppRepository\Families\ApplicationData\Microsoft.Paint_8wekyb3d8bbwe: The system cannot find the path specified.</string>
",,2026-04-01 17:26:21.812149+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2562,,,,192,,,,,,"<string>MSIXDeployment</string>
<string>windows.applicationData</string>
<string>DeleteMachineFolder</string>
<string>Package Microsoft.Paint_11.2412.295.0_x64__8wekyb3d8bbwe removed machine folder C:\ProgramData\Microsoft\Windows\AppRepository\Families\ApplicationData\Microsoft.Paint_8wekyb3d8bbwe: The system cannot find the path specified.</string>
",,2026-04-01 17:26:38.066153+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2562,,,,193,,,,,,"<string>MSIXDeployment</string>
<string>windows.applicationData</string>
<string>DeleteMachineFolder</string>
<string>Package Microsoft.Paint_11.2412.295.0_neutral_split.scale-100_8wekyb3d8bbwe removed machine folder C:\ProgramData\Microsoft\Windows\AppRepository\Families\ApplicationData\Microsoft.Paint_8wekyb3d8bbwe: The system cannot find the path specified.</string>
",,2026-04-01 17:26:38.066502+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2562,,,,194,,,,,,"<string>MSIXDeployment</string>
<string>windows.applicationData</string>
<string>DeleteMachineFolder</string>
<string>Package Microsoft.WindowsNotepad_11.2501.31.0_x64__8wekyb3d8bbwe removed machine folder C:\ProgramData\Microsoft\Windows\AppRepository\Families\ApplicationData\Microsoft.WindowsNotepad_8wekyb3d8bbwe: The system cannot find the path specified.</string>
",,2026-04-01 17:26:41.866581+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2562,,,,195,,,,,,"<string>MSIXDeployment</string>
<string>windows.applicationData</string>
<string>DeleteMachineFolder</string>
<string>Package Microsoft.WindowsNotepad_11.2501.31.0_neutral_split.scale-100_8wekyb3d8bbwe removed machine folder C:\ProgramData\Microsoft\Windows\AppRepository\Families\ApplicationData\Microsoft.WindowsNotepad_8wekyb3d8bbwe: The system cannot find the path specified.</string>
",,2026-04-01 17:26:41.866838+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,,,,196,,,,,,,,2026-04-01 17:26:43.095562+00:00,,0,,,,80240016,,,8037,StoreAgentInstallFailure1,,26200,,,,\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\NonCritical_Update;UsoClient_cf5c055f8d343835f9ae8e04e73bc28fe5b630_00000000_20fa2dde-76d4-4db7-8c7d-edb01d1c7696,4,,,0,,,,,20fa2dde-76d4-4db7-8c7d-edb01d1c7696,0,,,,,,Windows.Desktop,,,Not available,,,,,0,Update;UsoClient-SearchForUpdatesWithPausedAddAsync,,,P,,,,
1001,,,,197,,,,,,,,2026-04-01 17:26:43.105833+00:00,,0,,,,80240016,,,8037,StoreAgentInstallFailure1,,26200,,,,\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\NonCritical_Update;UsoClient_5d9f1092cd226db56f62b23ccde0ac86bd1bc8_00000000_10aebd7d-ff18-48be-832a-1fc6578cb38f,4,,,0,,,,,10aebd7d-ff18-48be-832a-1fc6578cb38f,0,,,,,,Windows.Desktop,,,Not available,,,,,0,Update;UsoClient-SearchForUpdatesWithPausedAddAsync,,,H,,,,
1001,,,,198,,,,,,,,2026-04-01 17:26:51.570543+00:00,,0,,,,80240016,"
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.9e737922-7f24-4922-bbe0-d8b8cddc4cdd.tmp.WERInternalMetadata.xml",,8037,StoreAgentInstallFailure1,,26200,,1630045857657137314,,\\?\C:\ProgramData\Microsoft\Windows\WER\ReportArchive\NonCritical_Update;UsoClient_5d9f1092cd226db56f62b23ccde0ac86bd1bc8_00000000_10aebd7d-ff18-48be-832a-1fc6578cb38f,268435456,,641e99786df0f00cd69f1612394028a2,0,,,,,10aebd7d-ff18-48be-832a-1fc6578cb38f,5,,,,,,Windows.Desktop,,,Not available,,,,,0,Update;UsoClient-SearchForUpdatesWithPausedAddAsync,,,H,,,,
2562,,,,199,,,,,,"<string>MSIXDeployment</string>
<string>windows.applicationData</string>
<string>DeleteMachineFolder</string>
<string>Package Microsoft.WindowsStore_22506.1400.2.0_x64__8wekyb3d8bbwe removed machine folder C:\ProgramData\Microsoft\Windows\AppRepository\Families\ApplicationData\Microsoft.WindowsStore_8wekyb3d8bbwe: The system cannot find the path specified.</string>
",,2026-04-01 17:27:04.549025+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2562,,,,200,,,,,,"<string>MSIXDeployment</string>
<string>windows.applicationData</string>
<string>DeleteMachineFolder</string>
<string>Package Microsoft.ScreenSketch_11.2307.61.0_neutral_split.scale-125_8wekyb3d8bbwe removed machine folder C:\ProgramData\Microsoft\Windows\AppRepository\Families\ApplicationData\Microsoft.ScreenSketch_8wekyb3d8bbwe: The system cannot find the path specified.</string>
",,2026-04-01 17:27:06.591087+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,,,,201,,,,,,,,2026-04-01 17:27:07.267185+00:00,,0,,,,80240016,"
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.d435a229-dd14-4ca8-a4f3-95ad8e7e87f8.tmp.WERInternalMetadata.xml",,8037,StoreAgentInstallFailure1,,26200,,1760962031499326062,,\\?\C:\ProgramData\Microsoft\Windows\WER\ReportArchive\NonCritical_Update;UsoClient_cf5c055f8d343835f9ae8e04e73bc28fe5b630_00000000_20fa2dde-76d4-4db7-8c7d-edb01d1c7696,268435456,,4290de9718d0e031a87031a33e77b26e,0,,,,,20fa2dde-76d4-4db7-8c7d-edb01d1c7696,5,,,,,,Windows.Desktop,,,Not available,,,,,0,Update;UsoClient-SearchForUpdatesWithPausedAddAsync,,,P,,,,
2562,,,,202,,,,,,"<string>MSIXDeployment</string>
<string>windows.applicationData</string>
<string>DeleteMachineFolder</string>
<string>Package Microsoft.ScreenSketch_11.2307.61.0_x64__8wekyb3d8bbwe removed machine folder C:\ProgramData\Microsoft\Windows\AppRepository\Families\ApplicationData\Microsoft.ScreenSketch_8wekyb3d8bbwe: The system cannot find the path specified.</string>
",,2026-04-01 17:27:08.653820+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2562,,,,203,,,,,,"<string>MSIXDeployment</string>
<string>windows.applicationData</string>
<string>DeleteMachineFolder</string>
<string>Package Microsoft.ScreenSketch_11.2307.61.0_neutral_split.scale-100_8wekyb3d8bbwe removed machine folder C:\ProgramData\Microsoft\Windows\AppRepository\Families\ApplicationData\Microsoft.ScreenSketch_8wekyb3d8bbwe: The system cannot find the path specified.</string>
",,2026-04-01 17:27:08.654034+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8224,,,,204,,,,,,"<string></string>
",,2026-04-01 17:31:12.488871+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1531,,,,205,,,,,,,,2026-04-01 18:09:11.456764+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5615,,,,206,,,,,,,,2026-04-01 18:09:16.033192+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,,,,207,,,,,,"<string>TriggerStarted:6</string>
",,2026-04-01 18:09:25.801413+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
