RecordNumber,Timestamp,EventID,EventName,MessageText,AccessGranted,AccessList,AccessMask,AccessRemoved,AccountExpires,AdvancedOptions,AlgorithmName,AllowedToDelegateTo,AuthenticationPackageName,CallerProcessId,CallerProcessName,ClientCreationTime,ClientProcessId,CommandLine,ConfigAccessPolicy,CountOfCredentialsReturned,DisableIntegrityChecks,DisplayName,DomainBehaviorVersion,DomainName,DomainPolicyChanged,DomainSid,Dummy,ElevatedToken,FileName,Flags,FlightSigning,ForceLogoff,HandleId,HomeDirectory,HomePath,HypervisorDebug,HypervisorLaunchType,HypervisorLoadOptions,Identity,ImpersonationLevel,IpAddress,IpPort,KernelDebug,KeyFilePath,KeyLength,KeyName,KeyType,LinkName,LmPackageName,LoadOptions,LockoutDuration,LockoutObservationWindow,LockoutThreshold,LogonGuid,LogonHours,LogonProcessName,LogonType,MachineAccountQuota,MandatoryLabel,MaxPasswordAge,MemberName,MemberSid,MinPasswordAge,MinPasswordLength,MixedDomainMode,NewProcessId,NewProcessName,NewSd,NewState,NewTargetUserName,NewTime,NewUacValue,ObjectName,ObjectServer,ObjectType,OemInformation,OldSd,OldTargetUserName,OldUacValue,Operation,PackageSid,ParentProcessName,PasswordHistoryLength,PasswordLastSet,PasswordProperties,PreviousTime,PrimaryGroupId,PrivilegeList,ProcessCreationTime,ProcessId,ProcessName,ProfilePath,ProviderName,PuaCount,PuaPolicyId,ReadOperation,RemoteCredentialGuard,RemoteEventLogging,Resource,ResourceAttributes,ResourceManager,RestrictedAdminMode,ReturnCode,SamAccountName,Schema,SchemaFriendlyName,ScriptPath,SidHistory,SubjectDomainName,SubjectLogonId,SubjectUserName,SubjectUserSid,TargetDomainName,TargetInfo,TargetLinkedLogonId,TargetLogonGuid,TargetLogonId,TargetName,TargetOutboundDomainName,TargetOutboundUserName,TargetProcessId,TargetProcessName,TargetServerName,TargetSid,TargetUserName,TargetUserSid,TestSigning,TokenElevationType,TransactionId,TransmittedServices,Type,UserAccountControl,UserParameters,UserPrincipalName,UserWorkstations,VirtualAccount,VsmLaunchType,Workstation,WorkstationName
4300,2026-04-01 17:20:39.646996+00:00,5379,Microsoft-Windows-Security-Auditing,,,,,,,,,,,,,,3780,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-01 17:17:51.206451+00:00,,,,,,,%%8100,,,,,,,0,,,,,,NORMALVM,0x000000000003f7ec,pizza,S-1-5-21-2352865859-2334931103-2005901029-1001,,,,,,MicrosoftAccount:user=pizzahuthacker@gmail.com,,,,,,,,,,,,,0,,,,,,,,
4301,2026-04-01 17:20:39.647114+00:00,5379,Microsoft-Windows-Security-Auditing,,,,,,,,,,,,,,3780,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-01 17:17:51.206451+00:00,,,,,,,%%8100,,,,,,,0,,,,,,NORMALVM,0x000000000003f7ec,pizza,S-1-5-21-2352865859-2334931103-2005901029-1001,,,,,,MicrosoftAccount:user=pizzahuthacker@gmail.com,,,,,,,,,,,,,0,,,,,,,,
4302,2026-04-01 17:20:39.647146+00:00,5379,Microsoft-Windows-Security-Auditing,,,,,,,,,,,,,,3780,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-01 17:17:51.206451+00:00,,,,,,,%%8100,,,,,,,0,,,,,,NORMALVM,0x000000000003f7ec,pizza,S-1-5-21-2352865859-2334931103-2005901029-1001,,,,,,MicrosoftAccount:user=pizzahuthacker@gmail.com,,,,,,,,,,,,,0,,,,,,,,
4303,2026-04-01 17:20:39.647266+00:00,5379,Microsoft-Windows-Security-Auditing,,,,,,,,,,,,,,3780,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-01 17:17:51.206451+00:00,,,,,,,%%8100,,,,,,,0,,,,,,NORMALVM,0x000000000003f7ec,pizza,S-1-5-21-2352865859-2334931103-2005901029-1001,,,,,,MicrosoftAccount:user=pizzahuthacker@gmail.com,,,,,,,,,,,,,0,,,,,,,,
4304,2026-04-01 17:20:39.647301+00:00,5379,Microsoft-Windows-Security-Auditing,,,,,,,,,,,,,,3780,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-01 17:17:51.206451+00:00,,,,,,,%%8100,,,,,,,0,,,,,,NORMALVM,0x000000000003f7ec,pizza,S-1-5-21-2352865859-2334931103-2005901029-1001,,,,,,MicrosoftAccount:user=pizzahuthacker@gmail.com,,,,,,,,,,,,,0,,,,,,,,
4305,2026-04-01 17:20:39.647482+00:00,5379,Microsoft-Windows-Security-Auditing,,,,,,,,,,,,,,3780,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-01 17:17:51.206451+00:00,,,,,,,%%8100,,,,,,,0,,,,,,NORMALVM,0x000000000003f7ec,pizza,S-1-5-21-2352865859-2334931103-2005901029-1001,,,,,,MicrosoftAccount:user=pizzahuthacker@gmail.com,,,,,,,,,,,,,0,,,,,,,,
4306,2026-04-01 17:20:39.647560+00:00,5379,Microsoft-Windows-Security-Auditing,,,,,,,,,,,,,,3780,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-01 17:17:51.206451+00:00,,,,,,,%%8100,,,,,,,0,,,,,,NORMALVM,0x000000000003f7ec,pizza,S-1-5-21-2352865859-2334931103-2005901029-1001,,,,,,MicrosoftAccount:user=pizzahuthacker@gmail.com,,,,,,,,,,,,,0,,,,,,,,
4307,2026-04-01 17:20:39.647703+00:00,5379,Microsoft-Windows-Security-Auditing,,,,,,,,,,,,,,3780,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-01 17:17:51.206451+00:00,,,,,,,%%8100,,,,,,,0,,,,,,NORMALVM,0x000000000003f7ec,pizza,S-1-5-21-2352865859-2334931103-2005901029-1001,,,,,,MicrosoftAccount:user=pizzahuthacker@gmail.com,,,,,,,,,,,,,0,,,,,,,,
4308,2026-04-01 17:20:39.647739+00:00,5379,Microsoft-Windows-Security-Auditing,,,,,,,,,,,,,,3780,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-01 17:17:51.206451+00:00,,,,,,,%%8100,,,,,,,0,,,,,,NORMALVM,0x000000000003f7ec,pizza,S-1-5-21-2352865859-2334931103-2005901029-1001,,,,,,MicrosoftAccount:user=pizzahuthacker@gmail.com,,,,,,,,,,,,,0,,,,,,,,
4309,2026-04-01 17:20:39.647879+00:00,5379,Microsoft-Windows-Security-Auditing,,,,,,,,,,,,,,3780,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-01 17:17:51.206451+00:00,,,,,,,%%8100,,,,,,,0,,,,,,NORMALVM,0x000000000003f7ec,pizza,S-1-5-21-2352865859-2334931103-2005901029-1001,,,,,,MicrosoftAccount:user=pizzahuthacker@gmail.com,,,,,,,,,,,,,0,,,,,,,,
4310,2026-04-01 17:20:39.647919+00:00,5379,Microsoft-Windows-Security-Auditing,,,,,,,,,,,,,,3780,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-01 17:17:51.206451+00:00,,,,,,,%%8100,,,,,,,0,,,,,,NORMALVM,0x000000000003f7ec,pizza,S-1-5-21-2352865859-2334931103-2005901029-1001,,,,,,MicrosoftAccount:user=pizzahuthacker@gmail.com,,,,,,,,,,,,,0,,,,,,,,
4311,2026-04-01 17:20:39.648058+00:00,5379,Microsoft-Windows-Security-Auditing,,,,,,,,,,,,,,3780,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-01 17:17:51.206451+00:00,,,,,,,%%8100,,,,,,,0,,,,,,NORMALVM,0x000000000003f7ec,pizza,S-1-5-21-2352865859-2334931103-2005901029-1001,,,,,,MicrosoftAccount:user=pizzahuthacker@gmail.com,,,,,,,,,,,,,0,,,,,,,,
4312,2026-04-01 17:20:39.648090+00:00,5379,Microsoft-Windows-Security-Auditing,,,,,,,,,,,,,,3780,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-01 17:17:51.206451+00:00,,,,,,,%%8100,,,,,,,0,,,,,,NORMALVM,0x000000000003f7ec,pizza,S-1-5-21-2352865859-2334931103-2005901029-1001,,,,,,MicrosoftAccount:user=pizzahuthacker@gmail.com,,,,,,,,,,,,,0,,,,,,,,
4313,2026-04-01 17:20:39.648331+00:00,5379,Microsoft-Windows-Security-Auditing,,,,,,,,,,,,,,3780,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-01 17:17:51.206451+00:00,,,,,,,%%8100,,,,,,,0,,,,,,NORMALVM,0x000000000003f7ec,pizza,S-1-5-21-2352865859-2334931103-2005901029-1001,,,,,,MicrosoftAccount:user=pizzahuthacker@gmail.com,,,,,,,,,,,,,0,,,,,,,,
4314,2026-04-01 17:20:39.681091+00:00,5379,Microsoft-Windows-Security-Auditing,,,,,,,,,,,,,,3780,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-01 17:17:51.206451+00:00,,,,,,,%%8100,,,,,,,0,,,,,,NORMALVM,0x000000000003f7ec,pizza,S-1-5-21-2352865859-2334931103-2005901029-1001,,,,,,MicrosoftAccount:user=pizzahuthacker@gmail.com,,,,,,,,,,,,,0,,,,,,,,
4315,2026-04-01 17:20:39.687733+00:00,5379,Microsoft-Windows-Security-Auditing,,,,,,,,,,,,,,3780,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-01 17:17:51.206451+00:00,,,,,,,%%8100,,,,,,,0,,,,,,NORMALVM,0x000000000003f7ec,pizza,S-1-5-21-2352865859-2334931103-2005901029-1001,,,,,,MicrosoftAccount:user=pizzahuthacker@gmail.com,,,,,,,,,,,,,0,,,,,,,,
4316,2026-04-01 17:20:39.687872+00:00,5379,Microsoft-Windows-Security-Auditing,,,,,,,,,,,,,,3780,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-01 17:17:51.206451+00:00,,,,,,,%%8100,,,,,,,0,,,,,,NORMALVM,0x000000000003f7ec,pizza,S-1-5-21-2352865859-2334931103-2005901029-1001,,,,,,MicrosoftAccount:user=pizzahuthacker@gmail.com,,,,,,,,,,,,,0,,,,,,,,
4317,2026-04-01 17:20:39.688004+00:00,5379,Microsoft-Windows-Security-Auditing,,,,,,,,,,,,,,3780,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-01 17:17:51.206451+00:00,,,,,,,%%8100,,,,,,,0,,,,,,NORMALVM,0x000000000003f7ec,pizza,S-1-5-21-2352865859-2334931103-2005901029-1001,,,,,,MicrosoftAccount:user=pizzahuthacker@gmail.com,,,,,,,,,,,,,0,,,,,,,,
4318,2026-04-01 17:20:39.688086+00:00,5379,Microsoft-Windows-Security-Auditing,,,,,,,,,,,,,,3780,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-01 17:17:51.206451+00:00,,,,,,,%%8100,,,,,,,0,,,,,,NORMALVM,0x000000000003f7ec,pizza,S-1-5-21-2352865859-2334931103-2005901029-1001,,,,,,MicrosoftAccount:user=pizzahuthacker@gmail.com,,,,,,,,,,,,,0,,,,,,,,
4319,2026-04-01 17:20:39.688194+00:00,5379,Microsoft-Windows-Security-Auditing,,,,,,,,,,,,,,3780,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-01 17:17:51.206451+00:00,,,,,,,%%8100,,,,,,,0,,,,,,NORMALVM,0x000000000003f7ec,pizza,S-1-5-21-2352865859-2334931103-2005901029-1001,,,,,,MicrosoftAccount:user=pizzahuthacker@gmail.com,,,,,,,,,,,,,0,,,,,,,,
4320,2026-04-01 17:20:39.688265+00:00,5379,Microsoft-Windows-Security-Auditing,,,,,,,,,,,,,,3780,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-01 17:17:51.206451+00:00,,,,,,,%%8100,,,,,,,0,,,,,,NORMALVM,0x000000000003f7ec,pizza,S-1-5-21-2352865859-2334931103-2005901029-1001,,,,,,MicrosoftAccount:user=pizzahuthacker@gmail.com,,,,,,,,,,,,,0,,,,,,,,
4321,2026-04-01 17:20:39.688360+00:00,5379,Microsoft-Windows-Security-Auditing,,,,,,,,,,,,,,3780,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-01 17:17:51.206451+00:00,,,,,,,%%8100,,,,,,,0,,,,,,NORMALVM,0x000000000003f7ec,pizza,S-1-5-21-2352865859-2334931103-2005901029-1001,,,,,,MicrosoftAccount:user=pizzahuthacker@gmail.com,,,,,,,,,,,,,0,,,,,,,,
4322,2026-04-01 17:20:39.688469+00:00,5379,Microsoft-Windows-Security-Auditing,,,,,,,,,,,,,,3780,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-01 17:17:51.206451+00:00,,,,,,,%%8100,,,,,,,0,,,,,,NORMALVM,0x000000000003f7ec,pizza,S-1-5-21-2352865859-2334931103-2005901029-1001,,,,,,MicrosoftAccount:user=pizzahuthacker@gmail.com,,,,,,,,,,,,,0,,,,,,,,
4323,2026-04-01 17:20:39.688631+00:00,5379,Microsoft-Windows-Security-Auditing,,,,,,,,,,,,,,3780,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-01 17:17:51.206451+00:00,,,,,,,%%8100,,,,,,,0,,,,,,NORMALVM,0x000000000003f7ec,pizza,S-1-5-21-2352865859-2334931103-2005901029-1001,,,,,,MicrosoftAccount:user=pizzahuthacker@gmail.com,,,,,,,,,,,,,0,,,,,,,,
4324,2026-04-01 17:20:39.688717+00:00,5379,Microsoft-Windows-Security-Auditing,,,,,,,,,,,,,,3780,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-01 17:17:51.206451+00:00,,,,,,,%%8100,,,,,,,0,,,,,,NORMALVM,0x000000000003f7ec,pizza,S-1-5-21-2352865859-2334931103-2005901029-1001,,,,,,MicrosoftAccount:user=pizzahuthacker@gmail.com,,,,,,,,,,,,,0,,,,,,,,
4325,2026-04-01 17:20:39.688820+00:00,5379,Microsoft-Windows-Security-Auditing,,,,,,,,,,,,,,3780,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-01 17:17:51.206451+00:00,,,,,,,%%8100,,,,,,,0,,,,,,NORMALVM,0x000000000003f7ec,pizza,S-1-5-21-2352865859-2334931103-2005901029-1001,,,,,,MicrosoftAccount:user=pizzahuthacker@gmail.com,,,,,,,,,,,,,0,,,,,,,,
4326,2026-04-01 17:20:39.688887+00:00,5379,Microsoft-Windows-Security-Auditing,,,,,,,,,,,,,,3780,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-01 17:17:51.206451+00:00,,,,,,,%%8100,,,,,,,0,,,,,,NORMALVM,0x000000000003f7ec,pizza,S-1-5-21-2352865859-2334931103-2005901029-1001,,,,,,MicrosoftAccount:user=pizzahuthacker@gmail.com,,,,,,,,,,,,,0,,,,,,,,
4327,2026-04-01 17:20:39.689024+00:00,5379,Microsoft-Windows-Security-Auditing,,,,,,,,,,,,,,3780,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-01 17:17:51.206451+00:00,,,,,,,%%8100,,,,,,,0,,,,,,NORMALVM,0x000000000003f7ec,pizza,S-1-5-21-2352865859-2334931103-2005901029-1001,,,,,,MicrosoftAccount:user=pizzahuthacker@gmail.com,,,,,,,,,,,,,0,,,,,,,,
4328,2026-04-01 17:20:39.699303+00:00,5379,Microsoft-Windows-Security-Auditing,,,,,,,,,,,,,,3780,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-01 17:17:51.206451+00:00,,,,,,,%%8100,,,,,,,0,,,,,,NORMALVM,0x000000000003f7ec,pizza,S-1-5-21-2352865859-2334931103-2005901029-1001,,,,,,MicrosoftAccount:user=pizzahuthacker@gmail.com,,,,,,,,,,,,,0,,,,,,,,
4329,2026-04-01 17:20:39.699465+00:00,5379,Microsoft-Windows-Security-Auditing,,,,,,,,,,,,,,3780,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-01 17:17:51.206451+00:00,,,,,,,%%8100,,,,,,,0,,,,,,NORMALVM,0x000000000003f7ec,pizza,S-1-5-21-2352865859-2334931103-2005901029-1001,,,,,,MicrosoftAccount:user=pizzahuthacker@gmail.com,,,,,,,,,,,,,0,,,,,,,,
4330,2026-04-01 17:20:39.699594+00:00,5379,Microsoft-Windows-Security-Auditing,,,,,,,,,,,,,,3780,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-01 17:17:51.206451+00:00,,,,,,,%%8100,,,,,,,0,,,,,,NORMALVM,0x000000000003f7ec,pizza,S-1-5-21-2352865859-2334931103-2005901029-1001,,,,,,MicrosoftAccount:user=pizzahuthacker@gmail.com,,,,,,,,,,,,,0,,,,,,,,
4331,2026-04-01 17:20:39.699860+00:00,5379,Microsoft-Windows-Security-Auditing,,,,,,,,,,,,,,3780,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-01 17:17:51.206451+00:00,,,,,,,%%8100,,,,,,,0,,,,,,NORMALVM,0x000000000003f7ec,pizza,S-1-5-21-2352865859-2334931103-2005901029-1001,,,,,,MicrosoftAccount:user=pizzahuthacker@gmail.com,,,,,,,,,,,,,0,,,,,,,,
4332,2026-04-01 17:20:39.700037+00:00,5379,Microsoft-Windows-Security-Auditing,,,,,,,,,,,,,,3780,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-01 17:17:51.206451+00:00,,,,,,,%%8100,,,,,,,0,,,,,,NORMALVM,0x000000000003f7ec,pizza,S-1-5-21-2352865859-2334931103-2005901029-1001,,,,,,MicrosoftAccount:user=pizzahuthacker@gmail.com,,,,,,,,,,,,,0,,,,,,,,
4333,2026-04-01 17:20:39.700150+00:00,5379,Microsoft-Windows-Security-Auditing,,,,,,,,,,,,,,3780,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-01 17:17:51.206451+00:00,,,,,,,%%8100,,,,,,,0,,,,,,NORMALVM,0x000000000003f7ec,pizza,S-1-5-21-2352865859-2334931103-2005901029-1001,,,,,,MicrosoftAccount:user=pizzahuthacker@gmail.com,,,,,,,,,,,,,0,,,,,,,,
4334,2026-04-01 17:20:39.700254+00:00,5379,Microsoft-Windows-Security-Auditing,,,,,,,,,,,,,,3780,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-01 17:17:51.206451+00:00,,,,,,,%%8100,,,,,,,0,,,,,,NORMALVM,0x000000000003f7ec,pizza,S-1-5-21-2352865859-2334931103-2005901029-1001,,,,,,MicrosoftAccount:user=pizzahuthacker@gmail.com,,,,,,,,,,,,,0,,,,,,,,
4335,2026-04-01 17:20:39.700342+00:00,5379,Microsoft-Windows-Security-Auditing,,,,,,,,,,,,,,3780,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-01 17:17:51.206451+00:00,,,,,,,%%8100,,,,,,,0,,,,,,NORMALVM,0x000000000003f7ec,pizza,S-1-5-21-2352865859-2334931103-2005901029-1001,,,,,,MicrosoftAccount:user=pizzahuthacker@gmail.com,,,,,,,,,,,,,0,,,,,,,,
4336,2026-04-01 17:20:39.700434+00:00,5379,Microsoft-Windows-Security-Auditing,,,,,,,,,,,,,,3780,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-01 17:17:51.206451+00:00,,,,,,,%%8100,,,,,,,0,,,,,,NORMALVM,0x000000000003f7ec,pizza,S-1-5-21-2352865859-2334931103-2005901029-1001,,,,,,MicrosoftAccount:user=pizzahuthacker@gmail.com,,,,,,,,,,,,,0,,,,,,,,
4337,2026-04-01 17:20:39.700523+00:00,5379,Microsoft-Windows-Security-Auditing,,,,,,,,,,,,,,3780,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-01 17:17:51.206451+00:00,,,,,,,%%8100,,,,,,,0,,,,,,NORMALVM,0x000000000003f7ec,pizza,S-1-5-21-2352865859-2334931103-2005901029-1001,,,,,,MicrosoftAccount:user=pizzahuthacker@gmail.com,,,,,,,,,,,,,0,,,,,,,,
4338,2026-04-01 17:20:39.700617+00:00,5379,Microsoft-Windows-Security-Auditing,,,,,,,,,,,,,,3780,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-01 17:17:51.206451+00:00,,,,,,,%%8100,,,,,,,0,,,,,,NORMALVM,0x000000000003f7ec,pizza,S-1-5-21-2352865859-2334931103-2005901029-1001,,,,,,MicrosoftAccount:user=pizzahuthacker@gmail.com,,,,,,,,,,,,,0,,,,,,,,
4339,2026-04-01 17:20:39.700693+00:00,5379,Microsoft-Windows-Security-Auditing,,,,,,,,,,,,,,3780,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-01 17:17:51.206451+00:00,,,,,,,%%8100,,,,,,,0,,,,,,NORMALVM,0x000000000003f7ec,pizza,S-1-5-21-2352865859-2334931103-2005901029-1001,,,,,,MicrosoftAccount:user=pizzahuthacker@gmail.com,,,,,,,,,,,,,0,,,,,,,,
4340,2026-04-01 17:20:39.701025+00:00,5379,Microsoft-Windows-Security-Auditing,,,,,,,,,,,,,,3780,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-01 17:17:51.206451+00:00,,,,,,,%%8100,,,,,,,0,,,,,,NORMALVM,0x000000000003f7ec,pizza,S-1-5-21-2352865859-2334931103-2005901029-1001,,,,,,MicrosoftAccount:user=pizzahuthacker@gmail.com,,,,,,,,,,,,,0,,,,,,,,
4341,2026-04-01 17:20:39.705061+00:00,5379,Microsoft-Windows-Security-Auditing,,,,,,,,,,,,,,3780,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-01 17:17:51.206451+00:00,,,,,,,%%8100,,,,,,,0,,,,,,NORMALVM,0x000000000003f7ec,pizza,S-1-5-21-2352865859-2334931103-2005901029-1001,,,,,,MicrosoftAccount:user=pizzahuthacker@gmail.com,,,,,,,,,,,,,0,,,,,,,,
4342,2026-04-01 17:20:39.705317+00:00,5379,Microsoft-Windows-Security-Auditing,,,,,,,,,,,,,,3780,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-01 17:17:51.206451+00:00,,,,,,,%%8100,,,,,,,0,,,,,,NORMALVM,0x000000000003f7ec,pizza,S-1-5-21-2352865859-2334931103-2005901029-1001,,,,,,MicrosoftAccount:user=pizzahuthacker@gmail.com,,,,,,,,,,,,,0,,,,,,,,
4343,2026-04-01 17:20:39.727022+00:00,5379,Microsoft-Windows-Security-Auditing,,,,,,,,,,,,,,3780,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-01 17:17:51.206451+00:00,,,,,,,%%8100,,,,,,,0,,,,,,NORMALVM,0x000000000003f7ec,pizza,S-1-5-21-2352865859-2334931103-2005901029-1001,,,,,,MicrosoftAccount:user=pizzahuthacker@gmail.com,,,,,,,,,,,,,0,,,,,,,,
4344,2026-04-01 17:20:39.727276+00:00,5379,Microsoft-Windows-Security-Auditing,,,,,,,,,,,,,,3780,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-01 17:17:51.206451+00:00,,,,,,,%%8100,,,,,,,0,,,,,,NORMALVM,0x000000000003f7ec,pizza,S-1-5-21-2352865859-2334931103-2005901029-1001,,,,,,MicrosoftAccount:user=pizzahuthacker@gmail.com,,,,,,,,,,,,,0,,,,,,,,
4345,2026-04-01 17:20:39.727516+00:00,5379,Microsoft-Windows-Security-Auditing,,,,,,,,,,,,,,3780,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-01 17:17:51.206451+00:00,,,,,,,%%8100,,,,,,,0,,,,,,NORMALVM,0x000000000003f7ec,pizza,S-1-5-21-2352865859-2334931103-2005901029-1001,,,,,,MicrosoftAccount:user=pizzahuthacker@gmail.com,,,,,,,,,,,,,0,,,,,,,,
