agent\.name,agent\.ip,rule\.id,rule\.description,data\.vulnerability\.severity,location,data\.win\.system\.severityValue,data\.win\.system\.systemTime,rule\.info,full_log
NormalLogs,192.168.80.140,19007,"CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'MSS: (DisableIPSourceRouting) IP source routing protection level ' is set to 'Enabled: Highest protection, source routing is completely disabled'.", ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'MSS: (PerformRouterDiscovery) Allow IRDP to detect and configure Default Gateway addresses' is set to 'Disabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'MSS: (TcpMaxDataRetransmissions IPv6) How many times unacknowledged data is retransmitted' is set to 'Enabled: 3'., ,sca, , , , 
NormalLogs,192.168.80.140,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'MSS: (WarningLevel) Percentage threshold for the security event log at which the system will generate a warning' is set to 'Enabled: 90% or less'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Turn off multicast name resolution' is set to 'Enabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Turn on Mapper I/O (LLTDIO) driver' is set to 'Disabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Turn off Microsoft Peer-to-Peer Networking Services' is set to 'Enabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Prohibit installation and configuration of Network Bridge on your DNS domain network' is set to 'Enabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Prohibit access of the Windows Connect Now wizards' is set to 'Enabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Prohibit connection to non-domain networks when connected to domain authenticated network' is set to 'Enabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,"CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Allow Windows to automatically connect to suggested open hotspots, to networks shared by contacts, and to hotspots offering paid services' is set to 'Disabled'.", ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Configure Redirection Guard' is set to 'Enabled: Redirection Guard Enabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Configure RPC connection settings: Use authentication for outgoing RPC connections' is set to 'Enabled: Default'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Configure RPC listener settings: Authentication protocol to use for incoming RPC connections:' is set to 'Enabled: Negotiate' or higher., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Limits print driver installation to Administrators' is set to 'Enabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Point and Print Restrictions: When updating drivers for an existing connection' is set to 'Enabled: Show warning and elevation prompt'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Encryption Oracle Remediation' is set to 'Enabled: Force Updated Clients'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Prevent installation of devices that match any of these device IDs: Prevent installation of devices that match any of these device IDs' is set to 'PCI\CC_0C0A'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Prevent installation of devices that match any of these device IDs: Also apply to matching devices that are already installed.' is set to 'True'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Prevent device metadata retrieval from the Internet' is set to 'Enabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,"CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Boot-Start Driver Initialization Policy' is set to 'Enabled: Good, unknown and bad but critical'.", ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Configure registry policy processing: Do not apply during periodic background processing' is set to 'Enabled: FALSE'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Configure registry policy processing: Process even if the Group Policy objects have not changed' is set to 'Enabled: TRUE'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Configure security policy processing: Do not apply during periodic background processing' is set to 'Enabled: FALSE'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Configure security policy processing: Process even if the Group Policy objects have not changed' is set to 'Enabled: TRUE'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Turn off printing over HTTP' is set to 'Enabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,"CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Turn off the ""Order Prints"" picture task' is set to 'Enabled'.", ,sca, , , , 
NormalLogs,192.168.80.140,19007,"CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Turn off the ""Publish to Web"" task for files and folders' is set to 'Enabled'.", ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Turn off Windows Error Reporting' is set to 'Enabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19009,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Support device authentication using certificate' is set to 'Enabled: Automatic'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Configure password backup directory' is set to 'Enabled: Active Directory' or 'Enabled: Azure Active Directory'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Post-authentication actions: Actions' is set to 'Enabled: Reset the password and logoff the managed account' or higher., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Configures LSASS to run as a protected process' is set to 'Enabled: Enabled with UEFI Lock'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Disallow copying of user input methods to the system account for sign-in' is set to 'Enabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Do not display network selection UI' is set to 'Enabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Do not enumerate connected users on domain-joined computers' is set to 'Enabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Turn off picture password sign-in' is set to 'Enabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Allow Clipboard synchronization across devices' is set to 'Disabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Require a password when a computer wakes (on battery)' is set to 'Enabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Configure Offer Remote Assistance' is set to 'Disabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Configure Solicited Remote Assistance' is set to 'Disabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Enable RPC Endpoint Mapper Client Authentication' is set to 'Enabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Enable Windows NTP Server' is set to 'Disabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Allow a Windows app to share application data between users' is set to 'Disabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Block launching Universal Windows apps with Windows Runtime API access from hosted content.' is set to 'Enabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Choose how BitLocker-protected fixed drives can be recovered: Allow data recovery agent' is set to 'Enabled: True'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Configure use of hardware-based encryption for fixed data drives' is set to 'Disabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Configure use of passwords for fixed data drives' is set to 'Disabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Allow enhanced PINs for startup' is set to 'Enabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Choose how BitLocker-protected operating system drives can be recovered: Recovery Password' is set to 'Enabled: Require 48-digit recovery password'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Configure use of passwords for operating system drives' is set to 'Disabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Require additional authentication at startup: Configure TPM startup:' is set to 'Enabled: Do not allow TPM'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Require additional authentication at startup: Configure TPM startup key:' is set to 'Enabled: Do not allow startup key with TPM'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Allow access to BitLocker-protected removable data drives from earlier versions of Windows' is set to 'Disabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Choose how BitLocker-protected removable drives can be recovered: Recovery Password' is set to 'Enabled: Do not allow 48-digit recovery password'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Choose how BitLocker-protected removable drives can be recovered: Omit recovery options from the BitLocker setup wizard' is set to 'Enabled: True'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Choose how BitLocker-protected removable drives can be recovered: Configure storage of BitLocker recovery information to AD DS:' is set to 'Enabled: Backup recovery passwords and key packages'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Deny write access to removable drives not protected by BitLocker: Do not allow write access to devices configured in another organization' is set to 'Enabled: False'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Disable new DMA devices when this computer is locked' is set to 'Enabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Turn off Microsoft consumer experiences' is set to 'Enabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Do not display the password reveal button' is set to 'Enabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Enumerate administrator accounts on elevation' is set to 'Disabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Disable OneSettings Downloads' is set to 'Enabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Enable App Installer Hash Override' is set to 'Disabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Security: Control Event Log behavior when the log file reaches its maximum size' is set to 'Disabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Allow Message Service Cloud Sync' is set to 'Disabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Block all consumer Microsoft account user authentication' is set to 'Enabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Join Microsoft MAPS' is set to 'Disabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Scan all downloaded files and attachments' is set to 'Enabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Turn off real-time protection' is set to 'Disabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Turn on script scanning' is set to 'Enabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Scan packed executables' is set to 'Enabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Scan removable drives' is set to 'Enabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Turn off Microsoft Defender AntiVirus' is set to 'Disabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Allow data persistence for Microsoft Defender Application Guard' is set to 'Disabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Configure Microsoft Defender Application Guard clipboard settings: Clipboard behavior setting' is set to 'Enabled: Enable clipboard operation from an isolated session to the host'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Turn on Microsoft Defender Application Guard in Managed Mode' is set to 'Enabled: 1'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Allow UI Automation redirection' is set to 'Disabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Prevent downloading of enclosures' is set to 'Enabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Allow Cloud Search' is set to 'Enabled: Disable Cloud Search'., ,sca, , , , 
NormalLogs,192.168.80.140,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Allow indexing of encrypted files' is set to 'Disabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Turn off the offer to update to the latest version of Windows' is set to 'Enabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Automatic Data Collection' is set to 'Enabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Service Enabled' is set to 'Enabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Allow suggested apps in Windows Ink Workspace' is set to 'Disabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Turn on PowerShell Script Block Logging' is set to 'Enabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Turn on PowerShell Transcription' is set to 'Enabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Allow remote server management through WinRM' is set to 'Disabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Allow Remote Shell Access' is set to 'Disabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Allow networking in Windows Sandbox' is set to 'Disabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Configure Automatic Updates' is set to 'Enabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Manage preview builds' is set to 'Disabled'., ,sca, , , , 
NormalLogs,192.168.80.140,23505,CVE-2021-30481 affects Steam,High,vulnerability-detector, , , , 
NormalLogs,192.168.80.140,23504,CVE-2015-4016 affects Steam,Medium,vulnerability-detector, , , , 
NormalLogs,192.168.80.140,19009,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Enforce password history' is set to '24 or more password(s)'., ,sca, , , , 
NormalLogs,192.168.80.140,19009,"CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Maximum password age' is set to '365 or fewer days, but not 0'.", ,sca, , , , 
NormalLogs,192.168.80.140,19009,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Minimum password age' is set to '1 or more day(s)'., ,sca, , , , 
NormalLogs,192.168.80.140,60642,Software protection service scheduled successfully., ,EventChannel,INFORMATION,2026-04-01T20:35:42.9154379Z, , 
NormalLogs,192.168.80.140,19009,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Minimum password age' is set to '1 or more day(s)'., ,sca, , , , 
wazuh-server, ,19008,CIS Benchmark for Amazon Linux 2023 Benchmark v1.0.0.: Ensure sticky bit is set on all world-writable directories., ,sca, , , , 
wazuh-server, ,80730,Auditd: SELinux permission check., ,/var/log/audit/audit.log, , , ,"type=AVC msg=audit(1775072155.639:211): avc:  denied  { read } for  pid=1 comm=""systemd"" name=""wazuh-starter.timer"" dev=""sda1"" ino=1805069 scontext=system_u:system_r:init_t:s0 tcontext=unconfined_u:object_r:user_home_t:s0 tclass=file permissive=1"
wazuh-server, ,80730,Auditd: SELinux permission check., ,/var/log/audit/audit.log, , , ,"type=AVC msg=audit(1775072155.639:213): avc:  denied  { ioctl } for  pid=1 comm=""systemd"" path=""/etc/systemd/system/wazuh-starter.timer"" dev=""sda1"" ino=1805069 ioctlcmd=0x5401 scontext=system_u:system_r:init_t:s0 tcontext=unconfined_u:object_r:user_home_t:s0 tclass=file permissive=1"
wazuh-server, ,502,Wazuh server started., ,wazuh-monitord, , , ,ossec: Manager started.
wazuh-server, ,5501,PAM: Login session opened., ,journald, , , ,Apr 01 19:40:33 wazuh-server login[3874]: pam_unix(login:session): session opened for user wazuh-user(uid=1000) by (uid=0)
wazuh-server, ,5501,PAM: Login session opened., ,journald, , , ,Apr 01 19:40:33 wazuh-server (systemd)[7065]: pam_unix(systemd-user:session): session opened for user wazuh-user(uid=1000) by (uid=0)
wazuh-server, ,5502,PAM: Login session closed., ,journald, , , ,Apr 01 19:42:50 wazuh-server sudo[7150]: pam_unix(sudo:session): session closed for user root
wazuh-server, ,5501,PAM: Login session opened., ,journald, , , ,Apr 01 19:42:50 wazuh-server sudo[7150]: pam_unix(sudo:session): session opened for user root(uid=0) by wazuh-user(uid=1000)
wazuh-server, ,5502,PAM: Login session closed., ,journald, , , ,Apr 01 19:43:41 wazuh-server sudo[7244]: pam_unix(sudo:session): session closed for user root
NormalLogs,192.168.80.140,61138,New Windows Service Created, ,EventChannel,INFORMATION,2026-04-01T20:00:17.4921495Z, , 
NormalLogs,192.168.80.140,61104,Service startup type was changed, ,EventChannel,INFORMATION,2026-04-01T20:02:57.2046004Z,This does not appear to be logged on Windows 2000, 
NormalLogs,192.168.80.140,61104,Service startup type was changed, ,EventChannel,INFORMATION,2026-04-01T20:00:27.8693195Z,This does not appear to be logged on Windows 2000, 
NormalLogs,192.168.80.140,19005,SCA summary: CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Score less than 30% (25), ,sca, , , , 
NormalLogs,192.168.80.140,19005,SCA summary: CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Score less than 30% (26), ,sca, , , , 
wazuh-server, ,5501,PAM: Login session opened., ,journald, , , ,Apr 01 19:47:10 wazuh-server (systemd)[5924]: pam_unix(systemd-user:session): session opened for user wazuh-user(uid=1000) by (uid=0)
wazuh-server, ,80730,Auditd: SELinux permission check., ,/var/log/audit/audit.log, , , ,"type=AVC msg=audit(1775072808.337:193): avc:  denied  { open } for  pid=1 comm=""systemd"" path=""/etc/systemd/system/updateIndexerHeap.service"" dev=""sda1"" ino=1805065 scontext=system_u:system_r:init_t:s0 tcontext=unconfined_u:object_r:user_home_t:s0 tclass=file permissive=1"
wazuh-server, ,502,Wazuh server started., ,wazuh-monitord, , , ,ossec: Manager started.
NormalLogs,192.168.80.140,503,Wazuh agent started., ,wazuh-agent, , , ,ossec: Agent started: 'NormalLogs->any'.
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Minimum password length' is set to '14 or more character(s)'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Account lockout duration' is set to '15 or more minute(s)'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,"CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Account lockout threshold' is set to '5 or fewer invalid logon attempt(s), but not 0'.", ,sca, , , , 
NormalLogs,192.168.80.140,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Accounts: Limit local account use of blank passwords to console logon only' is set to 'Enabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Configure 'Accounts: Rename administrator account'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Configure 'Accounts: Rename guest account'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Audit: Force audit policy subcategory settings (Windows Vista or later) to override audit policy category settings' is set to 'Enabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Devices: Prevent users from installing printer drivers' is set to 'Enabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Domain member: Digitally encrypt secure channel data (when possible)' is set to 'Enabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Domain member: Digitally sign secure channel data (when possible)' is set to 'Enabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19008,"CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Domain member: Maximum machine account password age' is set to '30 or fewer days, but not 0'.", ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Interactive logon: Don't display last signed-in' is set to 'Enabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,"CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Interactive logon: Machine inactivity limit' is set to '900 or fewer second(s), but not 0'.", ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Configure 'Interactive logon: Message text for users attempting to log on'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Configure 'Interactive logon: Message title for users attempting to log on'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Interactive logon: Number of previous logons to cache (in case domain controller is not available)' is set to '4 or fewer logon(s)'., ,sca, , , , 
NormalLogs,192.168.80.140,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Interactive logon: Prompt user to change password before expiration' is set to 'between 5 and 14 days'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Interactive logon: Smart card removal behavior' is set to 'Lock Workstation' or higher., ,sca, , , , 
NormalLogs,192.168.80.140,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Microsoft network client: Digitally sign communications (if server agrees)' is set to 'Enabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Microsoft network server: Digitally sign communications (always)' is set to 'Enabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Microsoft network server: Digitally sign communications (if client agrees)' is set to 'Enabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Microsoft network server: Server SPN target name validation level' is set to 'Accept if provided by client' or higher., ,sca, , , , 
NormalLogs,192.168.80.140,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Network access: Let Everyone permissions apply to anonymous users' is set to 'Disabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Network access: Remotely accessible registry paths' is configured., ,sca, , , , 
NormalLogs,192.168.80.140,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Network access: Restrict clients allowed to make remote calls to SAM' is set to 'Administrators: Remote Access: Allow'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Network security: Allow Local System to use computer identity for NTLM' is set to 'Enabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Network security: Force logoff when logon hours expire' is set to 'Enabled'., ,sca, , , , 
